lab_sample_id,site_id,site_name,latitude,longitude,collection_date,collection_time,salinity_ppt,temp_do
VM_MI_15_0066,8,"Oyster Landing Beach",33.524015,-79.061975,2015-04-28,08:57:00,33.63333333333333,18.066666666666666
VM_MI_15_0076,8,"Oyster Landing Beach",33.524015,-79.061975,2015-05-12,09:00:00,31.366666666666664,24.03333333333333
VM_MI_15_0082,8,"Oyster Landing Beach",33.524015,-79.061975,2015-05-26,09:18:00,34.3,26.03333333333333
VM_MI_15_0092,8,"Oyster Landing Beach",33.524015,-79.061975,2015-06-09,08:54:00,33.3,26.3
VM_MI_15_0102,8,"Oyster Landing Beach",33.524015,-79.061975,2015-06-23,08:48:00,34.93333333333334,28.433333333333334
VM_MI_15_0111,8,"Oyster Landing Beach",33.524015,-79.061975,2015-07-14,09:00:00,35.56333333333333,27.566666666666666
VM_MI_15_0119,8,"Oyster Landing Beach",33.524015,-79.061975,2015-07-28,09:00:00,36.07666666666667,29.933333333333334
VM_MI_15_0125,8,"Oyster Landing Beach",33.524015,-79.061975,2015-08-11,08:55:00,36.156666666666666,28.3
VM_MI_15_0135,8,"Oyster Landing Beach",33.524015,-79.061975,2015-08-25,09:03:00,35.53,29.599999999999998
VM_MI_15_0143,8,"Oyster Landing Beach",33.524015,-79.061975,2015-09-08,09:05:00,34.593333333333334,27.46666666666667
VM_MI_15_0153,8,"Oyster Landing Beach",33.524015,-79.061975,2015-09-22,09:10:00,35.21666666666667,25.399999999999995
VM_MI_15_0155,8,"Oyster Landing Beach",33.524015,-79.061975,2015-10-13,09:20:00,32.82666666666666,22.166666666666668
VM_MI_15_0167,8,"Oyster Landing Beach",33.524015,-79.061975,2015-10-27,09:14:00,32.94,19.2
VM_MI_15_0178,8,"Oyster Landing Beach",33.524015,-79.061975,2015-11-03,09:00:00,28.89,21.53333333333333
VM_MI_15_0180,8,"Oyster Landing Beach",33.524015,-79.061975,2015-11-17,09:18:00,32.45,16.799999999999997
VM_MI_15_0191,8,"Oyster Landing Beach",33.524015,-79.061975,2015-12-08,09:08:00,30.786666666666665,13.6
VM_MI_16_0004,8,"Oyster Landing Beach",33.524015,-79.061975,2016-01-12,09:04:00,33.84,10.2
VM_MI_16_0018,8,"Oyster Landing Beach",33.524015,-79.061975,2016-01-26,09:00:00,33.156666666666666,9.366666666666665
VM_MI_16_0022,8,"Oyster Landing Beach",33.524015,-79.061975,2016-02-09,09:15:00,31.596666666666664,8.366666666666667
VM_MI_16_0034,8,"Oyster Landing Beach",33.524015,-79.061975,2016-02-23,08:40:00,31.05666666666667,11.933333333333332
VM_MI_16_0042,8,"Oyster Landing Beach",33.524015,-79.061975,2016-03-08,09:14:00,31.55,13.9
VM_MI_16_0048,8,"Oyster Landing Beach",33.524015,-79.061975,2016-03-22,09:11:00,33.27666666666667,14.300000000000002
VM_MI_16_0054,8,"Oyster Landing Beach",33.524015,-79.061975,2016-04-12,09:04:00,33.68333333333333,18.2
VM_MI_16_0066,8,"Oyster Landing Beach",33.524015,-79.061975,2016-04-26,09:00:00,33.20666666666667,21.399999999999995
VM_MI_16_0072,8,"Oyster Landing Beach",33.524015,-79.061975,2016-05-10,09:00:00,33.38,22.733333333333334
VM_MI_16_0078,8,"Oyster Landing Beach",33.524015,-79.061975,2016-05-24,09:34:00,33.943333333333335,22.8
VM_MI_16_0088,8,"Oyster Landing Beach",33.524015,-79.061975,2016-06-14,09:05:00,34.083333333333336,27.3
VM_MI_16_0092,8,"Oyster Landing Beach",33.524015,-79.061975,2016-06-28,09:05:00,34,29.5
VM_MI_16_0105,8,"Oyster Landing Beach",33.524015,-79.061975,2016-07-12,08:45:00,33.87,29.600000000000005
VM_MI_16_0115,8,"Oyster Landing Beach",33.524015,-79.061975,2016-07-26,08:52:00,35.43333333333333,28.3
VM_MI_16_0121,8,"Oyster Landing Beach",33.524015,-79.061975,2016-08-09,09:07:00,35.56,29.600000000000005
VM_MI_16_0129,8,"Oyster Landing Beach",33.524015,-79.061975,2016-08-23,09:07:00,36.31333333333333,28.5
VM_MI_16_0137,8,"Oyster Landing Beach",33.524015,-79.061975,2016-09-13,09:08:00,33.98,27.3
VM_MI_16_0140,8,"Oyster Landing Beach",33.524015,-79.061975,2016-09-27,09:54:00,31.66,26.7
VM_MI_16_0151,8,"Oyster Landing Beach",33.524015,-79.061975,2016-10-25,08:56:00,32.63,19.4
VM_MI_16_0161,8,"Oyster Landing Beach",33.524015,-79.061975,2016-11-01,09:02:00,32.68333333333333,20.966666666666665
VM_MI_16_0171,8,"Oyster Landing Beach",33.524015,-79.061975,2016-11-15,09:05:00,33.22,15.5
VM_MI_16_0173,8,"Oyster Landing Beach",33.524015,-79.061975,2016-12-06,09:38:00,31.463333333333335,14.533333333333333
VM_MI_17_0006,8,"Oyster Landing Beach",33.524015,-79.061975,2017-01-10,09:08:00,,7.900000000000001
VM_MI_17_0016,8,"Oyster Landing Beach",33.524015,-79.061975,2017-01-24,09:00:00,33.4,12.699999999999998
VM_MI_17_0024,8,"Oyster Landing Beach",33.524015,-79.061975,2017-02-14,09:05:00,33.82333333333333,13.199999999999998
VM_MI_17_0032,8,"Oyster Landing Beach",33.524015,-79.061975,2017-02-28,09:07:00,33.87,16.433333333333334
VM_MI_17_0038,8,"Oyster Landing Beach",33.524015,-79.061975,2017-03-14,08:55:00,33.96333333333333,13.1
VM_MI_17_0048,8,"Oyster Landing Beach",33.524015,-79.061975,2017-03-28,09:10:00,34.4,18.333333333333332
VM_MI_17_0052,8,"Oyster Landing Beach",33.524015,-79.061975,2017-04-11,08:58:00,33.53666666666666,19.2
VM_MI_17_0058,8,"Oyster Landing Beach",33.524015,-79.061975,2017-04-25,09:00:00,34.3,20.9
VM_MI_17_0072,8,"Oyster Landing Beach",33.524015,-79.061975,2017-05-09,09:15:00,34.96333333333333,22.233333333333334
VM_MI_17_0076,8,"Oyster Landing Beach",33.524015,-79.061975,2017-05-23,08:55:00,34.42,24.833333333333332
VM_MI_17_0084,8,"Oyster Landing Beach",33.524015,-79.061975,2017-06-13,09:02:00,34.79666666666666,25.7
VM_MI_17_0090,8,"Oyster Landing Beach",33.524015,-79.061975,2017-06-27,09:01:00,34.79666666666667,26.5
VM_MI_17_0100,8,"Oyster Landing Beach",33.524015,-79.061975,2017-07-11,09:05:00,35.78333333333333,28.03333333333333
VM_MI_17_0106,8,"Oyster Landing Beach",33.524015,-79.061975,2017-07-25,08:59:00,35.98,27.666666666666668
VM_MI_17_0119,8,"Oyster Landing Beach",33.524015,-79.061975,2017-08-08,09:08:00,36.916666666666664,28
VM_MI_17_0125,8,"Oyster Landing Beach",33.524015,-79.061975,2017-08-22,08:56:00,36.14000000000001,29.166666666666668
VM_MI_17_0137,8,"Oyster Landing Beach",33.524015,-79.061975,2017-09-14,08:48:00,33.57333333333333,25.5
VM_MI_17_0143,8,"Oyster Landing Beach",33.524015,-79.061975,2017-09-26,09:01:00,35.65,25
VM_MI_17_0153,8,"Oyster Landing Beach",33.524015,-79.061975,2017-10-10,08:57:00,33.1,25.600000000000005
VM_MI_17_0159,8,"Oyster Landing Beach",33.524015,-79.061975,2017-10-24,09:07:00,33.67333333333333,22.2
VM_MI_17_0169,8,"Oyster Landing Beach",33.524015,-79.061975,2017-10-31,09:13:00,34.95666666666667,16.5
VM_MI_17_0173,8,"Oyster Landing Beach",33.524015,-79.061975,2017-11-14,08:53:00,35.07666666666667,15.1
VM_MI_17_0185,8,"Oyster Landing Beach",33.524015,-79.061975,2017-12-05,09:03:00,35.193333333333335,15.699999999999998
VM_MI_18_0002,8,"Oyster Landing Beach",33.524015,-79.061975,2018-01-09,08:59:00,35.02333333333334,6.233333333333334
VM_MI_18_0012,8,"Oyster Landing Beach",33.524015,-79.061975,2018-01-23,08:55:00,32.01333333333333,12.5
VM_MI_18_0024,8,"Oyster Landing Beach",33.524015,-79.061975,2018-02-13,09:03:00,34.123333333333335,10.566666666666666
VM_MI_18_0029,8,"Oyster Landing Beach",33.524015,-79.061975,2018-02-27,09:03:00,33.93666666666667,13.4
VM_MI_18_0034,8,"Oyster Landing Beach",33.524015,-79.061975,2018-03-13,08:55:00,34.51666666666667,10.3
VM_MI_18_0048,8,"Oyster Landing Beach",33.524015,-79.061975,2018-03-27,08:59:00,34.76666666666667,11.366666666666667
VM_MI_18_0052,8,"Oyster Landing Beach",33.524015,-79.061975,2018-04-10,09:00:00,34.72333333333333,14.199999999999998
VM_MI_18_0062,8,"Oyster Landing Beach",33.524015,-79.061975,2018-04-24,09:00:00,32.52,17.7
VM_MI_18_0072,8,"Oyster Landing Beach",33.524015,-79.061975,2018-05-08,09:07:00,34.55,21.2
VM_MI_18_0078,8,"Oyster Landing Beach",33.524015,-79.061975,2018-05-22,08:56:00,34.156666666666666,24.633333333333336
VM_MI_18_0084,8,"Oyster Landing Beach",33.524015,-79.061975,2018-06-12,08:58:00,34.660000000000004,26.2
VM_MI_18_0092,8,"Oyster Landing Beach",33.524015,-79.061975,2018-06-26,09:01:00,34.82,26
VM_MI_18_0102,8,"Oyster Landing Beach",33.524015,-79.061975,2018-07-10,09:15:00,34.806666666666665,27.100000000000005
VM_MI_18_0110,8,"Oyster Landing Beach",33.524015,-79.061975,2018-07-24,08:56:00,32.52666666666667,27.5
VM_MI_18_0115,8,"Oyster Landing Beach",33.524015,-79.061975,2018-08-14,09:12:00,35.07,28
VM_MI_18_0125,8,"Oyster Landing Beach",33.524015,-79.061975,2018-08-28,09:00:00,35.53,28.5
VM_MI_18_0131,8,"Oyster Landing Beach",33.524015,-79.061975,2018-09-25,08:58:00,24.73,27.03333333333333
VM_MI_18_0141,8,"Oyster Landing Beach",33.524015,-79.061975,2018-10-09,08:50:00,30.813333333333333,26.366666666666664
VM_MI_18_0147,8,"Oyster Landing Beach",33.524015,-79.061975,2018-10-23,09:02:00,31.540000000000003,20.9
VM_MI_18_0178,8,"Oyster Landing Beach",33.524015,-79.061975,2018-11-13,09:13:00,31.44666666666667,17.3
VM_MI_18_0157,8,"Oyster Landing Beach",33.524015,-79.061975,2018-11-13,09:08:00,31.44666666666667,17.3
VM_MI_18_0163,8,"Oyster Landing Beach",33.524015,-79.061975,2018-11-27,08:57:00,33.626666666666665,13.699999999999998
VM_MI_18_0173,8,"Oyster Landing Beach",33.524015,-79.061975,2018-12-04,09:00:00,33.38,13.633333333333333
VM_MI_19_0008,8,"Oyster Landing Beach",33.524015,-79.061975,2019-01-08,09:10:00,31.956666666666667,13.6
VM_MI_19_0016,8,"Oyster Landing Beach",33.524015,-79.061975,2019-01-22,09:05:00,32.68666666666667,9.4
VM_MI_19_0020,8,"Oyster Landing Beach",33.524015,-79.061975,2019-02-12,09:05:00,32.18333333333334,12.199999999999998
VM_MI_19_0028,8,"Oyster Landing Beach",33.524015,-79.061975,2019-02-26,09:00:00,32.78333333333333,12.1
VM_MI_19_0037,8,"Oyster Landing Beach",33.524015,-79.061975,2019-03-12,09:05:00,31.793333333333333,13.800000000000002
VM_MI_19_0047,8,"Oyster Landing Beach",33.524015,-79.061975,2019-03-26,09:05:00,32.97333333333333,17
VM_MI_19_0055,8,"Oyster Landing Beach",33.524015,-79.061975,2019-04-09,08:40:00,33.11333333333334,20.2
VM_MI_19_0059,8,"Oyster Landing Beach",33.524015,-79.061975,2019-04-23,09:00:00,31.863333333333333,18.966666666666665
VM_MI_19_0069,8,"Oyster Landing Beach",33.524015,-79.061975,2019-05-14,08:43:00,33.17333333333333,21.633333333333336
VM_MI_19_0075,8,"Oyster Landing Beach",33.524015,-79.061975,2019-05-28,09:07:00,34.02,27.899999999999995
VM_MI_19_0086,8,"Oyster Landing Beach",33.524015,-79.061975,2019-06-11,08:38:00,33.2,26.566666666666666
VM_MI_19_0097,8,"Oyster Landing Beach",33.524015,-79.061975,2019-06-25,09:02:00,33.47,28.399999999999995
VM_MI_19_0099,8,"Oyster Landing Beach",33.524015,-79.061975,2019-07-09,08:58:00,34.59,28.5
VM_MI_19_0107,8,"Oyster Landing Beach",33.524015,-79.061975,2019-07-23,08:50:00,35.60666666666667,28.833333333333332
VM_MI_19_0115,8,"Oyster Landing Beach",33.524015,-79.061975,2019-08-13,08:58:00,35.74333333333334,29.866666666666664
VM_MI_19_0129,8,"Oyster Landing Beach",33.524015,-79.061975,2019-08-27,08:56:00,35.083333333333336,26.5
VM_MI_19_0137,8,"Oyster Landing Beach",33.524015,-79.061975,2019-09-10,08:40:00,31.19333333333333,28.3
VM_MI_19_0143,8,"Oyster Landing Beach",33.524015,-79.061975,2019-09-24,08:44:00,34.06,24.666666666666668
VM_MI_19_0147,8,"Oyster Landing Beach",33.524015,-79.061975,2019-10-08,09:00:00,35,24
VM_MI_19_0159,8,"Oyster Landing Beach",33.524015,-79.061975,2019-10-22,09:03:00,31.05,22.5
VM_MI_19_0165,8,"Oyster Landing Beach",33.524015,-79.061975,2019-11-05,08:56:00,34.42,18
VM_MI_19_0173,8,"Oyster Landing Beach",33.524015,-79.061975,2019-11-19,08:53:00,34.05,12.800000000000002
VM_MI_19_0181,8,"Oyster Landing Beach",33.524015,-79.061975,2019-12-03,09:30:00,34.38,10.1
VM_MI_20_0004,8,"Oyster Landing Beach",33.524015,-79.061975,2020-01-14,09:12:00,34.47,15.866666666666667
VM_MI_20_0010,8,"Oyster Landing Beach",33.524015,-79.061975,2020-01-28,08:54:00,35.123333333333335,10.4
VM_MI_20_0024,8,"Oyster Landing Beach",33.524015,-79.061975,2020-02-11,08:56:00,34.403333333333336,13.699999999999998
VM_MI_20_0028,8,"Oyster Landing Beach",33.524015,-79.061975,2020-02-25,08:50:00,33.50333333333333,12.199999999999998
VM_MI_20_0038,8,"Oyster Landing Beach",33.524015,-79.061975,2020-03-10,08:24:00,33.89,13.6
VM_MI_20_0048,8,"Oyster Landing Beach",33.524015,-79.061975,2020-03-24,09:36:00,33.63333333333333,16.2
VM_MI_20_0056,8,"Oyster Landing Beach",33.524015,-79.061975,2020-04-14,00:00:00,,
VM_MI_20_0059,8,"Oyster Landing Beach",33.524015,-79.061975,2020-04-28,00:00:00,,
VM_MI_20_0072,8,"Oyster Landing Beach",33.524015,-79.061975,2020-05-12,09:54:00,33.25,18
VM_MI_20_0076,8,"Oyster Landing Beach",33.524015,-79.061975,2020-05-26,09:54:00,32.85,23.633333333333336
VM_MI_20_0082,8,"Oyster Landing Beach",33.524015,-79.061975,2020-06-09,08:49:00,33.56333333333333,26.8
VM_MI_20_0090,8,"Oyster Landing Beach",33.524015,-79.061975,2020-06-23,08:34:00,32.42,26.7
VM_MI_20_0099,8,"Oyster Landing Beach",33.524015,-79.061975,2020-07-14,08:18:00,31.463333333333335,28.2
VM_MI_20_0107,8,"Oyster Landing Beach",33.524015,-79.061975,2020-07-28,08:26:00,35.3,28.366666666666664
VM_MI_20_0115,8,"Oyster Landing Beach",33.524015,-79.061975,2020-08-11,08:45:00,33.64666666666667,28.5
VM_MI_20_0127,8,"Oyster Landing Beach",33.524015,-79.061975,2020-08-25,09:38:00,29.78333333333333,27.100000000000005
VM_MI_20_0133,8,"Oyster Landing Beach",33.524015,-79.061975,2020-09-08,08:40:00,35.27,25.600000000000005
VM_MI_20_0140,8,"Oyster Landing Beach",33.524015,-79.061975,2020-09-22,09:12:00,33.96,18.4
VM_MI_20_0151,8,"Oyster Landing Beach",33.524015,-79.061975,2020-10-13,08:43:00,31.846666666666664,23.8
VM_MI_20_0155,8,"Oyster Landing Beach",33.524015,-79.061975,2020-10-27,08:40:00,33.66,22.3
VM_MI_20_0163,8,"Oyster Landing Beach",33.524015,-79.061975,2020-11-03,08:38:00,34.35333333333333,17.7
VM_MI_20_0171,8,"Oyster Landing Beach",33.524015,-79.061975,2020-11-17,08:37:00,33.86333333333333,19.1
VM_MI_20_0181,8,"Oyster Landing Beach",33.524015,-79.061975,2020-12-01,08:27:00,33.45333333333333,14.166666666666666
VM_MI_21_0004,8,"Oyster Landing Beach",33.524015,-79.061975,2021-01-12,10:25:00,32.3,10.9
VM_MI_21_0010,8,"Oyster Landing Beach",33.524015,-79.061975,2021-01-26,08:27:00,33.85666666666666,12.199999999999998
VM_MI_21_0018,8,"Oyster Landing Beach",33.524015,-79.061975,2021-02-09,08:15:00,33.093333333333334,10.1
VM_MI_21_0026,8,"Oyster Landing Beach",33.524015,-79.061975,2021-02-23,08:17:00,30.01,10.9
VM_MI_21_0034,8,"Oyster Landing Beach",33.524015,-79.061975,2021-03-09,08:40:00,31.596666666666668,11.1
VM_MI_21_0044,8,"Oyster Landing Beach",33.524015,-79.061975,2021-03-23,08:27:00,31.53,14.300000000000002
VM_MI_21_0050,8,"Oyster Landing Beach",33.524015,-79.061975,2021-04-13,08:36:00,34.20333333333333,17.833333333333332
VM_MI_21_0061,8,"Oyster Landing Beach",33.524015,-79.061975,2021-04-27,08:59:00,34.056666666666665,19.3
VM_MI_21_0066,8,"Oyster Landing Beach",33.524015,-79.061975,2021-05-11,08:17:00,34.690000000000005,21.96666666666667
VM_MI_21_0074,8,"Oyster Landing Beach",33.524015,-79.061975,2021-05-25,08:07:00,34.06,24.2
VM_MI_21_0086,8,"Oyster Landing Beach",33.524015,-79.061975,2021-06-08,08:07:00,33.86,25.399999999999995
VM_MI_21_0094,8,"Oyster Landing Beach",33.524015,-79.061975,2021-06-22,08:40:00,33.75,26.233333333333334
VM_MI_21_0102,8,"Oyster Landing Beach",33.524015,-79.061975,2021-07-13,08:37:00,34.05,28.100000000000005
VM_MI_21_0112,8,"Oyster Landing Beach",33.524015,-79.061975,2021-07-27,09:20:00,35.29666666666666,28.166666666666668
VM_MI_21_0114,8,"Oyster Landing Beach",33.524015,-79.061975,2021-08-10,08:10:00,34.446666666666665,29
VM_MI_21_0122,8,"Oyster Landing Beach",33.524015,-79.061975,2021-08-24,08:57:00,34.47333333333333,28.7
VM_MI_21_0130,8,"Oyster Landing Beach",33.524015,-79.061975,2021-09-14,09:20:00,35.46,26.5
VM_MI_21_0138,8,"Oyster Landing Beach",33.524015,-79.061975,2021-09-28,09:00:00,35.61666666666667,23.633333333333336
VM_MI_21_0150,8,"Oyster Landing Beach",33.524015,-79.061975,2021-10-12,08:09:00,34.19,22.100000000000005
VM_MI_21_0156,8,"Oyster Landing Beach",33.524015,-79.061975,2021-10-26,08:32:00,34.84,21.399999999999995
VM_MI_21_0162,8,"Oyster Landing Beach",33.524015,-79.061975,2021-11-02,09:09:00,34.95,19.2
VM_MI_21_0176,8,"Oyster Landing Beach",33.524015,-79.061975,2021-11-16,09:02:00,35.53666666666666,14.699999999999998
VM_MI_21_0182,8,"Oyster Landing Beach",33.524015,-79.061975,2021-12-07,08:55:00,35.943333333333335,14.266666666666666
VM_MI_22_0008,8,"Oyster Landing Beach",33.524015,-79.061975,2022-01-11,09:30:00,35.06333333333333,8.533333333333333
VM_MI_22_0010,8,"Oyster Landing Beach",33.524015,-79.061975,2022-01-25,09:45:00,34.68,8.333333333333334
VM_MI_22_0022,8,"Oyster Landing Beach",33.524015,-79.061975,2022-02-08,07:57:00,34.76,8.6
VM_MI_22_0026,8,"Oyster Landing Beach",33.524015,-79.061975,2022-02-22,08:56:00,35.51333333333333,14.199999999999998
VM_MI_22_0034,8,"Oyster Landing Beach",33.524015,-79.061975,2022-03-08,08:14:00,35.47666666666667,18.566666666666666
VM_MI_22_0044,8,"Oyster Landing Beach",33.524015,-79.061975,2022-03-22,08:51:00,35.38333333333333,15.4
VM_MI_22_0056,8,"Oyster Landing Beach",33.524015,-79.061975,2022-04-12,09:12:00,33.7,18.433333333333334
VM_MI_22_0062,8,"Oyster Landing Beach",33.524015,-79.061975,2022-04-26,09:55:00,34.26,23.633333333333336
VM_MI_22_0072,8,"Oyster Landing Beach",33.524015,-79.061975,2022-05-10,08:20:00,34.78333333333333,19.566666666666666
VM_MI_22_0080,8,"Oyster Landing Beach",33.524015,-79.061975,2022-05-24,09:00:00,34.31,25.766666666666666
